type,time_start,time_end,score
speech_segment,4223.65,4228.04,
speech_segment,4228.55,4230.69,
speech_segment,4232.17,4233.35,
speech_segment,4234.40,4236.06,
speech_segment,4237.66,4239.80,
speech_segment,4240.01,4242.49,
speech_segment,4242.48,4245.00,
speech_segment,4245.54,4249.40,
speech_segment,4249.98,4251.79,
speech_segment,4251.98,4253.49,
speech_segment,4258.46,4261.08,
speech_segment,4261.21,4269.33,
speech_segment,4271.68,4272.55,
speech_segment,4273.25,4274.65,
speech_segment,4276.99,4277.90,
speech_segment,4278.99,4285.28,
speech_segment,4285.79,4288.33,
speech_segment,4288.83,4291.65,
speech_segment,4293.49,4297.19,
speech_segment,4297.75,4304.79,
speech_segment,4306.62,4312.18,
speech_segment,4312.23,4315.81,
speech_segment,4317.24,4321.39,
speech_segment,4327.13,4329.21,
speech_segment,4329.90,4332.55,
speech_segment,4333.51,4337.92,
speech_segment,4338.21,4344.12,
speech_segment,4344.21,4354.79,
speech_segment,4354.70,4358.75,
speech_segment,4358.69,4369.06,
speech_segment,4369.05,4370.51,
speech_segment,4371.71,4378.87,
speech_segment,4379.15,4382.85,
speech_segment,4382.80,4385.19,
speech_segment,4385.45,4387.48,
speech_segment,4387.44,4395.58,
speech_segment,4395.93,4400.86,
speech_segment,4401.22,4402.01,
speech_segment,4402.17,4418.73,
speech_segment,4422.94,4425.95,
speech_segment,4426.43,4431.88,
speech_segment,4432.90,4436.66,
speech_segment,4436.70,4441.22,
speech_segment,4441.55,4446.19,
speech_segment,4446.13,4448.54,
speech_segment,4449.24,4450.34,
speech_segment,4450.56,4456.27,
speech_segment,4456.24,4462.34,
speech_segment,4462.88,4464.71,
speech_segment,4464.83,4465.74,
speech_segment,4465.71,4469.60,
speech_segment,4469.59,4472.35,
speech_segment,4472.39,4478.75,
speech_segment,4479.43,4481.41,
speech_segment,4481.48,4482.50,
speech_segment,4482.75,4485.08,
speech_segment,4485.15,4490.13,
speech_segment,4491.20,4497.80,
speech_segment,4501.39,4504.71,
speech_segment,4507.09,4510.01,
speech_segment,4511.28,4516.14,
speech_segment,4520.28,4521.64,
speech_segment,4526.06,4526.59,
speech_segment,4528.46,4530.40,
speech_segment,4533.14,4535.12,
speech_segment,4539.23,4542.68,
speech_segment,4542.85,4545.25,
speech_segment,4545.48,4547.76,
speech_segment,4547.85,4553.36,
speech_segment,4553.29,4556.37,
speech_segment,4557.53,4561.07,
speech_segment,4561.21,4565.20,
speech_segment,4565.23,4567.38,
speech_segment,4567.74,4572.45,
speech_segment,4572.46,4575.49,
speech_segment,4575.89,4579.02,
speech_segment,4580.24,4582.62,
speech_segment,4583.56,4585.78,
speech_segment,4586.77,4590.88,
speech_segment,4590.92,4592.24,
speech_segment,4592.33,4594.29,
speech_segment,4595.71,4597.21,
speech_segment,4597.38,4598.84,
speech_segment,4603.82,4610.34,
speech_segment,4610.30,4614.07,
speech_segment,4614.23,4616.21,
speech_segment,4616.21,4618.24,
speech_segment,4619.36,4620.24,
speech_segment,4622.98,4624.05,
speech_segment,4623.97,4629.02,
speech_segment,4629.27,4630.93,
speech_segment,4631.21,4633.77,
speech_segment,4634.10,4638.19,
speech_segment,4638.20,4643.09,
speech_segment,4643.23,4647.69,
speech_segment,4647.72,4652.93,
speech_segment,4652.84,4656.59,
speech_segment,4656.51,4660.43,
speech_segment,4660.48,4664.77,
speech_segment,4664.86,4671.70,
speech_segment,4671.62,4675.66,
speech_segment,4675.92,4681.25,
speech_segment,4684.47,4687.08,
speech_segment,4687.39,4688.69,
speech_segment,4689.90,4691.41,
speech_segment,4691.69,4692.76,
speech_segment,4692.70,4695.97,
speech_segment,4697.45,4700.26,
speech_segment,4715.77,4716.33,
speech_segment,4720.02,4720.88,
speech_segment,4726.27,4729.18,
speech_segment,4729.25,4730.80,
speech_segment,4731.19,4732.10,
speech_segment,4732.10,4733.44,
speech_segment,4733.88,4735.37,
speech_segment,4736.28,4736.92,
speech_segment,4737.72,4744.06,
speech_segment,4744.06,4746.77,
speech_segment,4747.70,4749.95,
speech_segment,4752.06,4756.66,
speech_segment,4758.32,4762.44,
speech_segment,4762.36,4766.63,
speech_segment,4766.77,4767.76,
speech_segment,4794.19,4794.73,
speech_segment,4799.39,4801.23,
speech_segment,4801.83,4803.55,
speech_segment,4804.69,4806.21,
speech_segment,4806.25,4811.42,
speech_segment,4811.36,4815.35,
speech_segment,4815.70,4822.00,
speech_segment,4822.30,4824.26,
speech_segment,4824.35,4826.17,
speech_segment,4826.84,4828.12,
speech_segment,4828.14,4829.19,
speech_segment,4829.43,4830.76,
speech_segment,4830.69,4833.02,
speech_segment,4833.33,4836.28,
speech_segment,4837.11,4841.39,
speech_segment,4841.32,4844.13,
speech_segment,4844.96,4846.55,
speech_segment,4847.65,4854.07,
speech_segment,4854.11,4854.92,
speech_segment,4854.93,4857.09,
speech_segment,4858.58,4860.79,
speech_segment,4863.66,4869.10,
speech_segment,4869.26,4871.20,
speech_segment,4871.14,4873.37,
speech_segment,4873.75,4882.59,
speech_segment,4883.51,4886.67,
speech_segment,4886.68,4891.99,
speech_segment,4892.03,4893.46,
speech_segment,4894.18,4898.02,
speech_segment,4898.28,4899.65,
speech_segment,4899.70,4909.67,
speech_segment,4910.15,4916.31,
speech_segment,4919.01,4923.76,
speech_segment,4923.80,4927.98,
speech_segment,4931.15,4941.65,
speech_segment,4943.51,4949.62,
speech_segment,4956.29,4961.35,
speech_segment,4972.20,4976.05,
speech_segment,4977.61,4979.72,
speech_segment,4980.55,4983.42,
speech_segment,4984.96,4987.77,
speech_segment,4988.15,4992.27,
speech_segment,4993.07,4995.29,
speech_segment,4999.10,5002.65,
speech_segment,5006.52,5009.39,
speech_segment,5012.12,5016.56,
speech_segment,5016.83,5021.02,
speech_segment,5021.33,5022.40,
speech_segment,5022.86,5025.88,
speech_segment,5026.04,5028.90,
speech_segment,5029.22,5035.89,
speech_segment,5036.07,5040.05,
speech_segment,5040.18,5042.56,
speech_segment,5043.82,5046.16,
speech_segment,5047.03,5048.21,
speech_segment,5048.32,5053.00,
speech_segment,5057.34,5061.18,
speech_segment,5062.38,5068.18,
speech_segment,5068.82,5077.11,
speech_segment,5081.65,5085.32,
speech_segment,5088.84,5091.34,
speech_segment,5091.73,5094.94,
speech_segment,5096.69,5102.76,
speech_segment,5102.85,5106.22,
speech_segment,5106.74,5108.25,
speech_segment,5111.24,5116.05,
speech_segment,5118.58,5122.17,
speech_segment,5125.45,5133.07,
speech_segment,5133.60,5136.18,
speech_segment,5145.10,5147.58,
speech_segment,5149.74,5151.70,
speech_segment,5154.45,5157.61,
speech_segment,5159.45,5163.42,
speech_segment,5163.98,5166.40,
speech_segment,5166.32,5170.96,
speech_segment,5171.32,5178.96,
speech_segment,5178.90,5183.26,
speech_segment,5183.59,5185.46,
speech_segment,5185.93,5190.34,
speech_segment,5190.32,5194.04,
speech_segment,5193.98,5195.33,
speech_segment,5195.39,5197.40,
speech_segment,5198.17,5201.72,
speech_segment,5202.92,5206.18,
speech_segment,5206.98,5210.74,
speech_segment,5210.99,5217.27,
speech_segment,5218.05,5225.32,
speech_segment,5226.61,5229.77,
speech_segment,5229.84,5231.71,
speech_segment,5232.47,5234.45,
speech_segment,5235.08,5240.22,
speech_segment,5240.18,5242.77,
speech_segment,5243.40,5245.77,
speech_segment,5246.25,5249.93,
speech_segment,5251.49,5256.69,
speech_segment,5256.94,5259.83,
speech_segment,5260.20,5263.14,
speech_segment,5263.98,5264.77,
speech_segment,5264.91,5271.90,
speech_segment,5271.87,5275.53,
speech_segment,5275.52,5277.13,
speech_segment,5277.09,5283.83,
speech_segment,5284.23,5285.63,
speech_segment,5285.61,5291.35,
speech_segment,5331.69,5332.25,
speech_segment,5382.95,5383.49,
speech_segment,5563.00,5563.55,
speech_segment,5570.61,5571.19,
speech_segment,5739.53,5740.12,
speech_segment,5800.07,5800.68,
speech_segment,5813.96,5821.45,
speech_segment,5821.42,5822.33,
speech_segment,5822.57,5831.89,
speech_segment,5831.98,5834.27,
speech_segment,5834.20,5837.80,
speech_segment,5837.74,5839.11,
speech_segment,5840.15,5843.15,
speech_segment,5843.48,5848.24,
speech_segment,5848.57,5855.01,
speech_segment,5855.27,5862.27,
speech_segment,5862.96,5865.60,
speech_segment,5866.19,5867.15,
speech_segment,5867.41,5869.85,
speech_segment,5869.99,5876.66,
speech_segment,5878.62,5883.33,
speech_segment,5883.42,5886.46,
speech_segment,5887.16,5890.06,
speech_segment,5890.20,5898.74,
speech_segment,5899.40,5902.12,
speech_segment,5902.09,5907.71,
speech_segment,5907.99,5912.00,
speech_segment,5912.12,5919.12,
speech_segment,5919.19,5923.24,
speech_segment,5923.81,5934.42,
speech_segment,5934.50,5938.86,
speech_segment,5939.27,5946.22,
speech_segment,5946.32,5949.23,
speech_segment,5949.26,5956.57,
speech_segment,5956.60,5963.55,
speech_segment,5963.57,5966.69,
speech_segment,5967.71,5968.70,
speech_segment,5968.65,5975.69,
speech_segment,5976.02,5979.51,
speech_segment,5979.51,5981.01,
speech_segment,5982.07,5988.53,
speech_segment,5988.59,5990.41,
speech_segment,5991.12,5993.61,
speech_segment,5993.80,5997.42,
speech_segment,5997.51,5999.94,
speech_segment,6000.46,6007.48,
speech_segment,6007.57,6009.13,
speech_segment,6009.82,6011.75,
speech_segment,6014.62,6020.90,
speech_segment,6021.16,6022.46,
speech_segment,6023.61,6028.38,
speech_segment,6028.33,6032.22,
speech_segment,6032.36,6036.94,
speech_segment,6037.15,6038.64,
speech_segment,6041.10,6042.38,
speech_segment,6042.39,6045.39,
speech_segment,6045.38,6048.05,
speech_segment,6048.65,6052.73,
speech_segment,6054.07,6055.69,
speech_segment,6056.22,6058.90,
speech_segment,6059.16,6060.51,
speech_segment,6060.83,6062.89,
speech_segment,6063.29,6066.71,
speech_segment,6068.96,6072.60,
speech_segment,6078.43,6081.78,
speech_segment,6082.48,6085.61,
speech_segment,6086.63,6088.75,
speech_segment,6088.92,6090.81,
speech_segment,6092.43,6094.28,
speech_segment,6096.30,6100.39,
speech_segment,6100.55,6102.13,
speech_segment,6102.73,6108.56,
speech_segment,6108.95,6110.75,
speech_segment,6111.66,6113.14,
speech_segment,6113.77,6117.64,
speech_segment,6117.76,6119.56,
speech_segment,6119.60,6121.98,
speech_segment,6122.48,6125.48,
speech_segment,6125.60,6128.54,
speech_segment,6128.56,6131.21,
speech_segment,6132.71,6135.56,
speech_segment,6135.70,6139.11,
speech_segment,6139.06,6143.42,
speech_segment,6144.17,6148.94,
speech_segment,6149.76,6154.60,
speech_segment,6154.51,6159.64,
speech_segment,6160.31,6161.36,
speech_segment,6161.71,6164.38,
speech_segment,6165.07,6168.72,
speech_segment,6169.16,6173.20,
speech_segment,6173.44,6176.07,
speech_segment,6175.99,6177.79,
speech_segment,6177.85,6180.90,
speech_segment,6184.33,6186.84,
speech_segment,6187.12,6189.20,
speech_segment,6192.90,6195.47,
speech_segment,6195.51,6199.75,
speech_segment,6200.78,6205.21,
speech_segment,6205.13,6206.44,
speech_segment,6207.10,6208.10,
speech_segment,6210.35,6211.45,
speech_segment,6211.46,6215.42,
speech_segment,6215.42,6219.46,
speech_segment,6219.49,6220.50,
speech_segment,6220.86,6224.82,
speech_segment,6224.88,6229.20,
speech_segment,6229.30,6230.37,
speech_segment,6230.65,6234.36,
speech_segment,6234.83,6238.93,
speech_segment,6239.32,6242.20,
speech_segment,6243.29,6245.80,
speech_segment,6246.27,6249.18,
speech_segment,6250.17,6253.26,
speech_segment,6254.21,6255.40,
speech_segment,6255.45,6258.66,
speech_segment,6258.68,6261.21,
speech_segment,6261.25,6267.08,
speech_segment,6267.04,6270.01,
speech_segment,6269.98,6271.17,
speech_segment,6272.09,6273.37,
speech_segment,6275.72,6278.77,
speech_segment,6279.27,6283.14,
speech_segment,6283.82,6285.52,
speech_segment,6286.47,6287.88,
speech_segment,6288.50,6292.51,
speech_segment,6292.45,6294.86,
speech_segment,6295.07,6300.89,
speech_segment,6301.17,6303.14,
speech_segment,6303.30,6309.07,
speech_segment,6309.26,6313.88,
speech_segment,6320.03,6324.84,
speech_segment,6325.18,6326.95,
speech_segment,6328.94,6330.93,
speech_segment,6331.50,6335.29,
speech_segment,6335.89,6337.41,
speech_segment,6337.49,6339.30,
speech_segment,6340.57,6344.23,
speech_segment,6344.48,6347.31,
speech_segment,6347.40,6349.61,
speech_segment,6350.36,6351.73,
speech_segment,6356.23,6357.96,
speech_segment,6358.57,6360.88,
speech_segment,6361.43,6363.84,
speech_segment,6365.01,6371.89,
speech_segment,6372.12,6377.31,
speech_segment,6378.11,6384.87,
speech_segment,6385.23,6387.22,
speech_segment,6387.35,6390.03,
speech_segment,6391.57,6394.42,
speech_segment,6396.11,6399.04,
speech_segment,6399.89,6400.79,
speech_segment,6401.72,6405.48,
speech_segment,6405.62,6409.46,
speech_segment,6409.99,6414.56,
speech_segment,6421.62,6427.28,
speech_segment,6427.24,6430.03,
speech_segment,6430.69,6431.61,
speech_segment,6431.77,6432.99,
speech_segment,6434.28,6438.91,
speech_segment,6439.18,6444.54,
speech_segment,6446.86,6453.55,
speech_segment,6453.46,6457.30,
speech_segment,6459.25,6460.57,
speech_segment,6461.08,6463.00,
speech_segment,6463.12,6464.05,
speech_segment,6464.27,6465.99,
speech_segment,6466.72,6467.48,
speech_segment,6467.97,6469.44,
speech_segment,6469.66,6478.60,
speech_segment,6480.09,6483.63,
speech_segment,6483.81,6486.44,
speech_segment,6486.81,6488.56,
speech_segment,6489.09,6491.96,
speech_segment,6492.12,6494.39,
speech_segment,6494.52,6496.51,
speech_segment,6498.65,6500.47,
speech_segment,6500.43,6502.79,
speech_segment,6503.01,6504.02,
speech_segment,6504.80,6507.49,
speech_segment,6508.01,6511.03,
speech_segment,6512.32,6519.10,
speech_segment,6519.03,6520.35,
speech_segment,6520.93,6523.69,
speech_segment,6523.67,6525.49,
speech_segment,6525.70,6527.14,
speech_segment,6528.10,6531.82,
speech_segment,6531.88,6535.87,
speech_segment,6536.08,6540.33,
speech_segment,6542.43,6545.73,
speech_segment,6546.10,6551.41,
speech_segment,6552.47,6556.63,
speech_segment,6560.76,6563.35,
speech_segment,6565.61,6567.31,
speech_segment,6567.75,6574.88,
speech_segment,6574.96,6576.61,
speech_segment,6576.58,6579.31,
speech_segment,6581.29,6585.15,
speech_segment,6585.34,6592.49,
speech_segment,6594.12,6594.77,
speech_segment,6596.85,6601.70,
speech_segment,6601.64,6605.11,
speech_segment,6608.24,6614.19,
speech_segment,6614.41,6617.70,
speech_segment,6617.98,6619.55,
speech_segment,6621.23,6623.99,
speech_segment,6624.05,6626.44,
speech_segment,6626.81,6629.16,
speech_segment,6629.45,6633.41,
speech_segment,6633.32,6634.70,
speech_segment,6634.67,6637.16,
speech_segment,6638.59,6639.38,
speech_segment,6639.68,6642.60,
speech_segment,6643.55,6644.62,
speech_segment,6645.48,6650.50,
speech_segment,6652.47,6655.27,
speech_segment,6657.31,6659.60,
speech_segment,6659.89,6661.58,
speech_segment,6661.93,6663.78,
speech_segment,6665.83,6670.40,
speech_segment,6671.13,6675.50,
speech_segment,6677.20,6681.30,
speech_segment,6681.61,6688.10,
speech_segment,6688.72,6695.62,
speech_segment,6695.92,6704.11,
speech_segment,6704.65,6706.31,
speech_segment,6706.25,6712.06,
speech_segment,6712.02,6716.85,
speech_segment,6717.03,6718.54,
speech_segment,6719.40,6727.97,
speech_segment,6728.50,6734.21,
speech_segment,6734.64,6735.50,
speech_segment,6736.01,6737.70,
speech_segment,6738.99,6742.08,
speech_segment,6742.03,6742.88,
speech_segment,6743.18,6747.44,
speech_segment,6748.12,6748.97,
speech_segment,6748.91,6752.36,
speech_segment,6754.88,6755.95,
speech_segment,6756.46,6758.10,
speech_segment,6758.48,6759.78,
speech_segment,6759.85,6763.82,
speech_segment,6763.84,6767.25,
speech_segment,6768.64,6782.82,
speech_segment,6783.38,6790.25,
speech_segment,6791.77,6793.20,
speech_segment,6793.33,6801.71,
speech_segment,6801.63,6812.63,
speech_segment,6812.56,6816.36,
speech_segment,6816.40,6822.88,
speech_segment,6830.00,6834.12,
speech_segment,6834.26,6840.40,
speech_segment,6840.33,6845.90,
speech_segment,6845.81,6846.94,
speech_segment,6846.95,6849.70,
speech_segment,6849.61,6863.56,
speech_segment,6863.48,6867.22,
speech_segment,6867.16,6870.83,
speech_segment,6871.13,6873.14,
speech_segment,6873.09,6886.36,
speech_segment,6887.31,6890.81,
speech_segment,6891.59,6892.73,
speech_segment,6893.59,6895.58,
speech_segment,6897.51,6905.02,
speech_segment,6905.36,6911.26,
speech_segment,6911.54,6912.92,
speech_segment,6913.02,6914.39,
speech_segment,6914.55,6917.75,
speech_segment,6917.79,6919.76,
speech_segment,6919.77,6923.67,
speech_segment,6924.02,6929.23,
speech_segment,6929.42,6930.83,
speech_segment,6935.03,6939.36,
speech_segment,6939.82,6947.62,
speech_segment,6948.42,6954.54,
speech_segment,6955.52,6957.29,
speech_segment,6957.51,6964.12,
speech_segment,6964.11,6965.37,
speech_segment,6965.76,6967.43,
speech_segment,6968.44,6969.59,
speech_segment,6970.06,6972.29,
speech_segment,6972.89,6975.42,
speech_segment,6977.85,6981.12,
speech_segment,6984.49,6990.77,
speech_segment,6991.09,6993.66,
speech_segment,6994.14,6997.00,
speech_segment,6997.33,6998.42,
speech_segment,6999.98,7002.10,
speech_segment,7011.46,7012.92,
speech_segment,7015.60,7017.89,
speech_segment,7017.96,7021.29,
speech_segment,7021.73,7023.16,
speech_segment,7024.39,7028.09,
speech_segment,7028.11,7029.40,
speech_segment,7031.67,7034.87,
speech_segment,7035.68,7039.44,
speech_segment,7040.53,7045.88,
speech_segment,7045.81,7047.12,
speech_segment,7047.16,7049.84,
speech_segment,7049.86,7052.91,
speech_segment,7053.05,7055.81,
speech_segment,7055.90,7058.81,
speech_segment,7058.97,7060.02,
speech_segment,7060.03,7061.14,
speech_segment,7061.11,7062.88,
speech_segment,7062.88,7065.53,
speech_segment,7065.50,7067.92,
speech_segment,7067.96,7075.98,
speech_segment,7076.74,7081.26,
speech_segment,7081.32,7082.37,
speech_segment,7083.17,7085.92,
speech_segment,7086.60,7091.13,
speech_segment,7091.15,7094.25,
speech_segment,7095.10,7096.71,
speech_segment,7097.02,7098.16,
speech_segment,7098.71,7100.66,
speech_segment,7103.25,7104.61,
speech_segment,7104.93,7108.74,
speech_segment,7108.70,7111.89,
speech_segment,7111.95,7115.81,
speech_segment,7116.80,7121.94,
speech_segment,7121.91,7125.89,
speech_segment,7125.82,7130.21,
speech_segment,7130.28,7132.05,
speech_segment,7132.13,7133.89,
speech_segment,7136.10,7142.72,
speech_segment,7143.03,7144.42,
speech_segment,7144.47,7145.86,
speech_segment,7146.78,7152.22,
speech_segment,7152.65,7156.47,
speech_segment,7158.73,7163.63,
speech_segment,7163.58,7168.85,
speech_segment,7168.85,7173.03,
speech_segment,7174.37,7178.48,
speech_segment,7179.12,7181.25,
speech_segment,7183.17,7184.44,
speech_segment,7184.97,7195.94,
speech_segment,7195.86,7200.67,
speech_segment,7200.70,7203.06,
speech_segment,7203.18,7206.99,
speech_segment,7207.31,7212.81,
speech_segment,7215.43,7219.17,
speech_segment,7219.39,7226.19,
speech_segment,7227.54,7232.48,
speech_segment,7232.48,7237.88,
speech_segment,7237.95,7241.36,
speech_segment,7241.82,7245.46,
speech_segment,7245.69,7247.78,
speech_segment,7247.77,7249.16,
speech_segment,7249.29,7250.25,
speech_segment,7250.17,7251.21,
speech_segment,7251.40,7261.07,
speech_segment,7261.03,7262.97,
speech_segment,7263.62,7267.41,
speech_segment,7267.41,7268.48,
speech_segment,7268.72,7272.65,
speech_segment,7272.59,7276.37,
speech_segment,7276.57,7277.83,
speech_segment,7277.78,7280.54,
speech_segment,7281.14,7284.32,
speech_segment,7284.88,7285.89,
speech_segment,7286.01,7288.33,
speech_segment,7288.65,7293.27,
speech_segment,7293.19,7295.94,
speech_segment,7306.32,7306.86,
speech_segment,7327.40,7328.44,
speech_segment,7328.90,7338.10,
speech_segment,7339.47,7345.95,
speech_segment,7346.15,7347.01,
speech_segment,7346.98,7348.19,
speech_segment,7349.74,7351.52,
speech_segment,7352.41,7354.86,
speech_segment,7355.82,7359.48,
speech_segment,7361.63,7363.46,
speech_segment,7364.00,7368.73,
speech_segment,7368.72,7371.90,
speech_segment,7372.35,7374.24,
speech_segment,7374.94,7377.15,
speech_segment,7378.65,7386.24,
speech_segment,7386.27,7393.20,
speech_segment,7393.11,7397.06,
speech_segment,7397.18,7398.05,
speech_segment,7398.13,7405.41,
speech_segment,7405.38,7412.08,
speech_segment,7412.10,7418.91,
speech_segment,7418.86,7424.42,
speech_segment,7426.12,7428.12,
speech_segment,7429.16,7430.45,
speech_segment,7430.53,7435.54,
speech_segment,7435.79,7441.69,
speech_segment,7441.69,7445.39,
speech_segment,7445.32,7449.88,
speech_segment,7450.69,7453.33,
speech_segment,7453.43,7455.87,
speech_segment,7455.98,7459.86,
speech_segment,7459.87,7466.23,
speech_segment,7466.22,7470.35,
speech_segment,7470.35,7476.22,
speech_segment,7476.34,7477.76,
speech_segment,7477.76,7480.06,
speech_segment,7480.07,7482.47,
speech_segment,7483.53,7485.44,
speech_segment,7485.53,7490.53,
speech_segment,7491.22,7497.01,
speech_segment,7497.10,7498.62,
speech_segment,7498.53,7501.63,
speech_segment,7501.56,7510.45,
speech_segment,7510.54,7512.70,
speech_segment,7512.68,7513.94,
speech_segment,7515.14,7518.28,
speech_segment,7518.33,7520.27,
speech_segment,7520.66,7526.33,
speech_segment,7526.27,7529.47,
speech_segment,7529.72,7532.04,
speech_segment,7531.96,7538.61,
speech_segment,7538.53,7539.89,
speech_segment,7539.86,7540.84,
speech_segment,7541.26,7545.03,
speech_segment,7545.05,7546.97,
speech_segment,7546.92,7547.86,
speech_segment,7547.96,7549.57,
speech_segment,7549.57,7551.80,
speech_segment,7551.94,7552.81,
speech_segment,7553.08,7556.97,
speech_segment,7557.01,7558.41,
speech_segment,7558.70,7560.66,
speech_segment,7561.03,7577.65,
speech_segment,7578.95,7586.08,
speech_segment,7586.21,7590.91,
speech_segment,7590.87,7599.27,
speech_segment,7600.02,7605.96,
speech_segment,7606.19,7611.34,
speech_segment,7611.64,7613.50,
speech_segment,7614.46,7616.98,
speech_segment,7617.11,7620.55,
speech_segment,7620.68,7622.12,
speech_segment,7622.05,7625.01,
speech_segment,7625.52,7627.35,
speech_segment,7635.99,7636.53,
speech_segment,7691.51,7694.58,
speech_segment,7694.66,7701.02,
speech_segment,7701.68,7704.29,
speech_segment,7704.80,7708.54,
speech_segment,7708.66,7709.54,
speech_segment,7709.88,7711.26,
speech_segment,7711.39,7714.22,
speech_segment,7714.74,7715.66,
speech_segment,7716.27,7717.90,
speech_segment,7718.00,7719.07,
speech_segment,7719.73,7725.64,
speech_segment,7728.02,7734.11,
speech_segment,7735.04,7739.04,
speech_segment,7743.26,7745.99,
speech_segment,7756.18,7760.50,
speech_segment,7761.13,7763.94,
speech_segment,7778.70,7783.27,
speech_segment,7783.75,7786.85,
speech_segment,7790.36,7795.27,
speech_segment,7795.28,7797.89,
speech_segment,7798.29,7801.07,
speech_segment,7801.37,7805.62,
speech_segment,7805.83,7807.95,
speech_segment,7807.96,7811.35,
speech_segment,7816.39,7817.34,
speech_segment,7817.34,7824.07,
speech_segment,7824.20,7825.02,
speech_segment,7825.29,7833.96,
speech_segment,7833.94,7835.53,
speech_segment,7835.46,7836.74,
speech_segment,7837.15,7838.19,
speech_segment,7838.13,7840.28,
speech_segment,7840.30,7841.23,
speech_segment,7841.17,7847.26,
speech_segment,7847.22,7849.78,
speech_segment,7849.69,7858.23,
speech_segment,7858.15,7859.45,
speech_segment,7859.75,7866.13,
speech_segment,7866.06,7867.76,
speech_segment,7868.07,7874.27,
speech_segment,7874.18,7879.45,
speech_segment,7881.41,7883.43,
speech_segment,7892.06,7898.10,
speech_segment,7903.79,7905.18,
speech_segment,7905.24,7906.82,
speech_segment,7907.54,7915.80,
speech_segment,7922.40,7927.79,
speech_segment,7929.90,7930.79,
speech_segment,7931.36,7938.29,
speech_segment,7940.55,7945.44,
speech_segment,7947.40,7949.90,
speech_segment,7951.59,7952.70,
speech_segment,7952.61,7953.99,
speech_segment,7953.98,7955.92,
speech_segment,7956.02,7958.66,
speech_segment,7958.63,7961.16,
speech_segment,7961.45,7962.33,
speech_segment,7962.35,7973.26,
speech_segment,7974.09,7975.92,
speech_segment,7975.94,7976.97,
speech_segment,7977.69,7984.17,
speech_segment,7984.40,7985.56,
speech_segment,7985.71,7991.79,
speech_segment,7991.71,7996.07,
speech_segment,7997.55,8000.11,
speech_segment,8000.34,8006.52,
speech_segment,8006.74,8013.44,
speech_segment,8013.65,8015.13,
speech_segment,8015.41,8017.91,
speech_segment,8017.95,8024.52,
speech_segment,8024.43,8028.93,
speech_segment,8028.91,8032.94,
speech_segment,8033.55,8039.19,
speech_segment,8039.64,8043.01,
speech_segment,8044.31,8046.10,
speech_segment,8046.24,8052.58,
speech_segment,8052.51,8056.22,
speech_segment,8056.27,8059.69,
speech_segment,8059.61,8063.32,
speech_segment,8063.30,8067.05,
speech_segment,8069.13,8076.21,
speech_segment,8076.22,8089.35,
speech_segment,8089.25,8090.94,
speech_segment,8091.04,8097.36,
speech_segment,8097.30,8098.93,
speech_segment,8098.91,8104.05,
speech_segment,8104.06,8112.60,
speech_segment,8112.54,8117.19,
announcer_peak,1210.18,,515.259
announcer_peak,2139.50,,928.841
announcer_peak,3249.35,,598.529
announcer_peak,3551.31,,515.242
announcer_peak,3733.53,,598.522
announcer_peak,4215.99,,651.167
announcer_peak,4411.37,,763.600
announcer_peak,5860.49,,536.721
announcer_peak,6109.33,,524.911
announcer_peak,6733.02,,554.753
announcer_peak,7276.87,,577.015
announcer_peak,7838.47,,932.348
crowd_peak,24.69,,870.481
crowd_peak,34.03,,870.481
crowd_peak,50.58,,870.481
crowd_peak,61.87,,870.481
crowd_peak,74.67,,870.481
crowd_peak,87.06,,870.481
crowd_peak,103.10,,870.481
crowd_peak,114.25,,870.481
crowd_peak,121.64,,870.481
crowd_peak,138.84,,870.481
